year,doy,gpp
2019,1,0.32225539583333335
2019,2,0.0007961354166666678
2019,3,0.000990335416666673
2019,4,0.09529102541666667
2019,5,0.06334679166666667
2019,6,0.11811968375
2019,7,-0.15066763541666667
2019,8,0.05483881666666667
2019,9,-0.020515875
2019,10,-0.07682441666666666
2019,11,-0.24717991666666664
2019,12,-0.2797427
2019,13,-0.26065179791666665
2019,14,-0.01651544791666667
2019,15,-0.015344708333333337
2019,16,0.13564116875
2019,17,-0.25051229166666666
2019,18,0.12933908514583334
2019,19,0.21606547916666666
2019,20,-0.07988845833333334
2019,21,-0.22667298125000002
2019,22,-0.17833114166666666
2019,23,0.26524052729166664
2019,24,-0.2961815208333333
2019,25,0.10445612083333333
2019,26,0.31208708333333335
2019,27,-0.005322349999999992
2019,28,0.08440634520833334
2019,29,0.08284972916666666
2019,30,-0.20130739583333335
2019,31,-0.014064999999999994
2019,32,-0.54167906875
2019,33,-0.1716992291666667
2019,34,0.866891625
2019,35,0.2693494791666667
2019,36,0.07634885416666667
2019,37,0.27520062500000003
2019,38,0.19073333333333334
2019,39,0.14083025833333335
2019,40,-0.6432386875
2019,41,-0.17609389583333335
2019,42,-0.20413985
2019,43,-0.8862621875
2019,44,-0.5854690416666667
2019,45,-0.5700069583333334
2019,46,-0.3391370333333334
2019,47,-0.08036124166666665
2019,48,-0.027835395833333342
2019,49,-0.7011546875
2019,50,-0.08185202083333333
2019,51,-0.3519386041666666
2019,52,-0.15036271041666666
2019,53,-0.019013378270833332
2019,54,-0.09176328979166666
2019,55,-0.10214285416666667
2019,56,-0.13822879166666666
2019,57,-0.08829121666666667
2019,58,-0.13513120833333334
2019,59,-0.08524639166666666
2019,60,-0.12145466666666667
2019,61,-0.24502017291666667
2019,62,-0.21630422416666664
2019,63,-0.20964375000000002
2019,64,-0.22636533404166667
2019,65,-0.25682524791666667
2019,66,-0.2503531666666667
2019,67,-0.3768621458333333
2019,68,-0.3732824791666667
2019,69,0.10057239583333333
2019,70,0.1382570625
2019,71,-0.045211756250000006
2019,72,-0.06214041666666667
2019,73,0.12695943750000002
2019,74,0.12414410625
2019,75,0.05873182083333334
2019,76,-0.2941162666666666
2019,77,-0.16570877083333332
2019,78,0.1411255
2019,79,0.3511339791666667
2019,80,0.2058752083333333
2019,81,-0.06490154166666666
2019,82,0.018229416666666665
2019,83,0.34742847916666664
2019,84,0.05992843541666667
2019,85,-0.07885438958333334
2019,86,-0.008521360416666665
2019,87,0.4026595208333333
2019,88,0.35832320833333337
2019,89,1.0995904166666668
2019,90,0.33656966666666666
2019,91,0.08928320833333332
2019,92,0.29219272916666666
2019,93,0.9693469583333333
2019,94,0.08064644375
2019,95,0.25506816666666665
2019,96,1.4463962104166666
2019,97,2.0809025
2019,98,0.11942498333333333
2019,99,-0.0707136875
2019,100,0.020171354166666666
2019,101,0.5530118541666666
2019,102,0.3903283041666667
2019,103,2.44738625
2019,104,2.116075208333333
2019,105,1.1140974166666666
2019,106,1.2313920270833332
2019,107,1.8902225583333332
2019,108,0.527479
2019,109,2.2534485416666667
2019,110,2.082062114583333
2019,111,1.6144191666666667
2019,112,1.5526145833333331
2019,113,1.4169975
2019,114,1.9767916916666666
2019,115,1.66746366875
2019,116,0.4756832916666667
2019,117,0.6037490416666667
2019,118,0.7187703124999999
2019,119,0.5645126354166666
2019,120,0.18328075
2019,121,0.27859558333333334
2019,122,0.19761675
2019,123,0.47104664583333333
2019,124,0.9264445833333333
2019,125,0.99998
2019,126,4.5926245
2019,127,2.9795029166666667
2019,128,5.928225833333333
2019,129,4.131612708333333
2019,130,-0.19776724999999998
2019,131,4.529964583333333
2019,132,1.2616972916666667
2019,133,2.9919547916666667
2019,134,1.3814029166666666
2019,135,3.8612817083333333
2019,136,4.7037625
2019,137,1.0277288661083332
2019,138,6.7287170625
2019,139,3.4235274375
2019,140,3.644059395833333
2019,141,7.083721041666666
2019,142,8.283856397916667
2019,143,4.4917895833333334
2019,144,4.055828541666666
2019,145,6.568280416666667
2019,146,5.722832666666666
2019,147,6.51071296875
2019,148,3.252494375
2019,149,5.963429791666666
2019,150,6.107260624999999
2019,151,9.224942083333334
2019,152,9.328702197916668
2019,153,7.4749445833333334
2019,154,9.121457027083332
2019,155,9.627918958333334
2019,156,9.409954958333334
2019,157,10.706592166666667
2019,158,9.453228958333334
2019,159,9.575057
2019,160,10.182651583333334
2019,161,11.266924166666668
2019,162,10.942310604166666
2019,163,11.4897981875
2019,164,5.893320983333333
2019,165,9.720398210416667
2019,166,11.5264403125
2019,167,4.6311445625
2019,168,12.911532560416667
2019,169,8.173549583333333
2019,170,10.892361666666666
2019,171,3.5431831666666667
2019,172,10.781507041666666
2019,173,14.043256041666666
2019,174,11.938933541666666
2019,175,11.767965208333335
2019,176,5.180199583333334
2019,177,10.859170041666665
2019,178,11.846629583333334
2019,179,10.84426875
2019,180,11.055108895833333
2019,181,10.952603125000001
2019,182,14.460195833333332
2019,183,11.858509479166665
2019,184,13.854619160416666
2019,185,13.945282291666667
2019,186,16.4637175
2019,187,13.634078958333333
2019,188,15.9785025
2019,189,14.2076759375
2019,190,14.045198958333332
2019,191,13.282491875
2019,192,11.6600411875
2019,193,10.770268395833334
2019,194,12.674363395833334
2019,195,12.516333750000001
2019,196,13.058468479166669
2019,197,12.321068979166666
2019,198,9.1935030625
2019,199,10.738989604166667
2019,200,13.701698541666666
2019,201,14.979466458333334
2019,202,15.002304166666667
2019,203,6.55359375
2019,204,9.2391415
2019,205,14.861879375000001
2019,206,15.216730833333335
2019,207,15.778975
2019,208,16.223660416666664
2019,209,15.100225625
2019,210,13.869530416666668
2019,211,13.404185624999998
2019,212,10.027025625
2019,213,12.244461458333333
2019,214,12.021825208333333
2019,215,8.092039979166666
2019,216,12.680660416666667
2019,217,16.526934999999998
2019,218,13.931756083333333
2019,219,11.919153958333332
2019,220,13.281963325
2019,221,15.106722729166668
2019,222,14.432775874999999
2019,223,15.159393458333334
2019,224,15.521970625
2019,225,12.306940277083333
2019,226,12.049444166666667
2019,227,11.992211833333334
2019,228,12.175244375
2019,229,10.673607149166665
2019,230,11.399117083333332
2019,231,11.221002731250001
2019,232,13.5719525
2019,233,6.7637805208333335
2019,234,10.374694374999999
2019,235,11.353655520833334
2019,236,9.357252104166667
2019,237,9.29164
2019,238,8.169705208333333
2019,239,10.287087291666667
2019,240,7.8326166875
2019,241,10.023034166666667
2019,242,9.999088958333333
2019,243,10.871105
2019,244,9.758254452083333
2019,245,6.319204583333334
2019,246,8.777889104166666
2019,247,5.646501770833333
2019,248,10.181551458333333
2019,249,6.2706185
2019,250,8.440465625
2019,251,9.144073104166667
2019,252,8.716719729166666
2019,253,5.7779379375
2019,254,7.961361666666666
2019,255,3.3906056875000004
2019,256,8.5144115625
2019,257,3.5712082916666668
2019,258,9.224923541666668
2019,259,9.245865416666666
2019,260,8.035181666666666
2019,261,6.5788360416666665
2019,262,6.958064791666668
2019,263,6.9514941875
2019,264,7.4417269375
2019,265,6.263685
2019,266,6.817317500000001
2019,267,4.157239604166667
2019,268,5.2740538125
2019,269,2.880041375
2019,270,6.2855271875000005
2019,271,6.0958519749999995
2019,272,6.6769166250000005
2019,273,5.367648791666666
2019,274,1.6403669166666666
2019,275,2.4248757291666667
2019,276,2.6274124375
2019,277,5.263505625
2019,278,4.844390625
2019,279,3.1930468750000003
2019,280,2.07603625
2019,281,4.266480416666666
2019,282,2.4977945833333335
2019,283,4.2474377500000005
2019,284,3.7648379999999997
2019,285,3.399211875
2019,286,3.7476652083333337
2019,287,4.005802729166667
2019,288,3.8397943750000003
2019,289,3.7621687500000003
2019,290,2.7041791666666666
2019,291,4.418042708333333
2019,292,2.856810416666667
2019,293,2.7149560000000004
2019,294,4.512462083333333
2019,295,3.8479208333333332
2019,296,5.717951041666667
2019,297,4.924618958333333
2019,298,2.8555167916666666
2019,299,-0.17803479166666666
2019,300,-2.5756695833333336
2019,301,-1.4063728333333334
2019,302,0.5432137499999999
2019,303,4.272541458333333
2019,304,-4.6880291666666665
2019,305,1.4683358333333334
2019,306,4.288554791666667
2019,307,3.345439583333333
2019,308,1.7193879166666666
2019,309,1.04768875
2019,310,2.2930238125
2019,311,2.2254269166666667
2019,312,0.344238225
2019,313,0.46776016666666664
2019,314,1.178925875
2019,315,0.7213674999999999
2019,316,-0.23080170833333336
2019,317,-0.7160123958333333
2019,318,-0.09611139583333334
2019,319,0.07167282083333334
2019,320,-0.7087585708333334
2019,321,-0.41105020833333333
2019,322,0.33541380833333334
2019,323,0.5801480625000001
2019,324,0.31021479166666666
2019,325,0.5088475208333333
2019,326,-0.5601833333333334
2019,327,0.07036310416666666
2019,328,-0.5637199583333333
2019,329,-0.05263520833333333
2019,330,-0.8296168125
2019,331,-0.5754882083333334
2019,332,-0.6403089791666666
2019,333,-0.6402587916666667
2019,334,-0.62584125
2019,335,-0.23236395833333334
2019,336,-0.02989701458333333
2019,337,-0.26069945833333336
2019,338,-0.271828
2019,339,-0.2682161041666667
2019,340,-0.11971512083333331
2019,341,-0.320599625
2019,342,-0.44835145624999995
2019,343,0.6269468125000001
2019,344,0.3844847020833333
2019,345,-0.2580052291666667
2019,346,-0.4314295625
2019,347,0.17373408333333332
2019,348,0.5794837875
2019,349,0.4934902083333333
2019,350,0.14145441666666667
2019,351,0.2577707083333333
2019,352,0.12153037500000001
2019,353,-0.44677083333333334
2019,354,-0.14471167708333335
2019,355,-0.0016498958333333446
2019,356,0.11413402499999999
2019,357,-0.34346779166666663
2019,358,0.2171449479166667
2019,359,0.375697625
2019,360,0.5839579166666666
2019,361,0.4611314583333333
2019,362,0.0452225625
2019,363,0.33541485416666666
2019,364,0.30137875
2019,365,0.06575614583333333
2020,1,-0.0034345395833333334
2020,2,-0.13050354166666667
2020,3,0.11904809583333333
2020,4,0.4880138125
2020,5,-0.054259
2020,6,-0.1376109375
2020,7,0.00868739583333334
2020,8,-0.2290016270833333
2020,9,-0.22683770416666668
2020,10,0.12842847916666664
2020,11,0.010461541666666666
2020,12,0.40336042916666665
2020,13,-0.025437504166666666
2020,14,0.232413375
2020,15,0.6003068333333333
2020,16,0.29531263125
2020,17,-0.740866
2020,18,-0.4596764791666667
2020,19,-0.31446464375
2020,20,-0.36127895833333334
2020,21,-0.40432893750000004
2020,22,-0.49147808333333337
2020,23,-0.23552363958333333
2020,24,0.04007272916666667
2020,25,0.5280383958333333
2020,26,0.2616710208333333
2020,27,0.29775812500000004
2020,28,0.14447264583333336
2020,29,-0.4559893979166667
2020,30,-0.42261687499999995
2020,31,-0.2054312083333333
2020,32,-0.08730660416666668
2020,33,-0.328679325
2020,34,-0.6114639583333333
2020,35,-0.9387635208333333
2020,36,-1.4190243333333334
2020,37,-0.6874672291666667
2020,38,-0.021161416666666672
2020,39,0.9030972916666666
2020,40,1.4711756249999999
2020,41,1.0125028958333333
2020,42,0.2893966666666667
2020,43,0.12126833333333335
2020,44,-0.6013072916666667
2020,45,-1.1959569374999999
2020,46,-1.1440985208333332
2020,47,-0.606440625
2020,48,-2.064357708333333
2020,49,0.017399103958333325
2020,50,-0.847448825
2020,51,-0.623896625
2020,52,-1.01723655
2020,53,-1.0582055416666667
2020,54,0.2585923541666667
2020,55,-0.6555336041666667
2020,56,1.8541056875
2020,57,0.31229320833333335
2020,58,-0.23206097916666665
2020,59,-0.9292388958333334
2020,60,-0.8451637500000001
2020,61,-0.9354892083333333
2020,62,-0.3267153395833333
2020,63,-0.19566727083333332
2020,64,0.23061331250000003
2020,65,-0.8397539583333332
2020,66,-0.6257215833333333
2020,67,-0.9574567708333334
2020,68,-0.93010969375
2020,69,-0.54746076875
2020,70,-0.2196147833333333
2020,71,-0.7725170958333334
2020,72,-416.8706445166667
2020,73,-9999.0
2020,74,-9999.0
2020,75,-9999.0
2020,76,-9999.0
2020,77,-9999.0
2020,78,-9999.0
2020,79,-9999.0
2020,80,-9999.0
2020,81,-9999.0
2020,82,-9999.0
2020,83,-9999.0
2020,84,-9999.0
2020,85,-9999.0
2020,86,-9999.0
2020,87,-9999.0
2020,88,-9999.0
2020,89,-9999.0
2020,90,-9999.0
2020,91,-9999.0
2020,92,-9999.0
2020,93,-9999.0
2020,94,-9999.0
2020,95,-9999.0
2020,96,-9999.0
2020,97,-9999.0
2020,98,-9999.0
2020,99,-9999.0
2020,100,-9999.0
2020,101,-9999.0
2020,102,-9999.0
2020,103,-9999.0
2020,104,-9999.0
2020,105,-9999.0
2020,106,-9999.0
2020,107,-9999.0
2020,108,-9999.0
2020,109,-9999.0
2020,110,-9999.0
2020,111,-9999.0
2020,112,-9999.0
2020,113,-9999.0
2020,114,-9999.0
2020,115,-9999.0
2020,116,-9999.0
2020,117,-9999.0
2020,118,-9999.0
2020,119,-9999.0
2020,120,-9999.0
2020,121,-9999.0
2020,122,-9999.0
2020,123,-9999.0
2020,124,-9999.0
2020,125,-9999.0
2020,126,-9999.0
2020,127,-9999.0
2020,128,-9999.0
2020,129,-9999.0
2020,130,-9999.0
2020,131,-9999.0
2020,132,-9999.0
2020,133,-9999.0
2020,134,-9999.0
2020,135,-9999.0
2020,136,-9999.0
2020,137,-9999.0
2020,138,-9999.0
2020,139,-9999.0
2020,140,-9999.0
2020,141,-9999.0
2020,142,-9999.0
2020,143,-9999.0
2020,144,-9999.0
2020,145,-9999.0
2020,146,-9999.0
2020,147,-9999.0
2020,148,-9999.0
2020,149,-9999.0
2020,150,-9999.0
2020,151,-9999.0
2020,152,-9999.0
2020,153,-9999.0
2020,154,-9999.0
2020,155,-9999.0
2020,156,-9999.0
2020,157,-9999.0
2020,158,-9999.0
2020,159,-9999.0
2020,160,-9999.0
2020,161,-9999.0
2020,162,-9999.0
2020,163,-9999.0
2020,164,-9999.0
2020,165,-9999.0
2020,166,-9999.0
2020,167,-9999.0
2020,168,-9999.0
2020,169,-9999.0
2020,170,-9999.0
2020,171,-9999.0
2020,172,-7081.900535416667
2020,173,12.568082083333332
2020,174,12.914183541666667
2020,175,12.142117916666665
2020,176,10.000103958333334
2020,177,13.120171666666666
2020,178,13.636479583333333
2020,179,7.89946
2020,180,10.895114999999999
2020,181,7.623575625
2020,182,6.651353333333333
2020,183,9.381498541666668
2020,184,12.200137499999999
2020,185,6.869310208333334
2020,186,9.970815625
2020,187,9.969650416666667
2020,188,11.778729375
2020,189,10.62229375
2020,190,7.86055
2020,191,10.368443749999999
2020,192,9.094255208333333
2020,193,9.71694875
2020,194,10.235224166666667
2020,195,10.224104166666667
2020,196,10.027495625
2020,197,10.220964583333332
2020,198,9.91905425
2020,199,2.7726456250000004
2020,200,12.889616458333334
2020,201,13.405345833333334
2020,202,10.3124625
2020,203,14.27595625
2020,204,8.183665833333334
2020,205,7.822038333333334
2020,206,11.700471458333332
2020,207,12.547428958333333
2020,208,13.862282083333334
2020,209,13.840082291666667
2020,210,13.0091098125
2020,211,12.4393608125
2020,212,10.15669415625
2020,213,11.805255583333334
2020,214,11.777462312499999
2020,215,6.320213666666667
2020,216,11.848044602083334
2020,217,4.0454241875
2020,218,9.728248541666668
2020,219,9.907502291666667
2020,220,7.7288741666666665
2020,221,10.378178125
2020,222,9.508369895833333
2020,223,10.142933104166667
2020,224,9.471992333333334
2020,225,10.276150625
2020,226,9.053123037499999
2020,227,10.681727291666666
2020,228,8.062725104166667
2020,229,5.1487155
2020,230,10.480005004166665
2020,231,12.266216458333334
2020,232,9.362225833333333
2020,233,12.715590208333333
2020,234,12.939062833333333
2020,235,12.793654583333334
2020,236,10.970395833333333
2020,237,10.323497708333333
2020,238,9.318578958333333
2020,239,12.085161666666666
2020,240,4.808426625
2020,241,11.579947291666668
2020,242,1.4421965416666664
2020,243,9.869503958333334
2020,244,9.045280770833333
2020,245,8.581660833333332
2020,246,3.0385325583333334
2020,247,9.80084875
2020,248,11.087460833333333
2020,249,11.1896028125
2020,250,10.522494114583333
2020,251,11.164715479166667
2020,252,11.925305416666667
2020,253,10.44099625
2020,254,6.9072981250000005
2020,255,9.714094854166667
2020,256,10.517924583333334
2020,257,10.645188958333334
2020,258,10.375210583333333
2020,259,7.780639520833333
2020,260,8.935953958333334
2020,261,8.17924375
2020,262,6.526898979166667
2020,263,7.246251525000001
2020,264,5.993859291666666
2020,265,5.899857327083333
2020,266,6.7997244375
2020,267,7.838002660416667
2020,268,8.553282572916666
2020,269,7.411878979166667
2020,270,4.9985027083333335
2020,271,5.011745208333333
2020,272,5.607461764583333
2020,273,5.198105333333333
2020,274,5.4478963
2020,275,7.056791860416666
2020,276,1.848102
2020,277,6.0979553625
2020,278,5.9224081875
2020,279,4.553097916666666
2020,280,4.385210416666667
2020,281,4.401077437500001
2020,282,5.433415458333333
2020,283,5.3041288125
2020,284,5.020956520833333
2020,285,3.9288795625
2020,286,2.9465657916666665
2020,287,1.0385212499999998
2020,288,5.049551666666667
2020,289,3.759976875
2020,290,1.1470622291666668
2020,291,4.058042708333333
2020,292,4.864283333333334
2020,293,3.6333895833333334
2020,294,3.2213908124999997
2020,295,3.1071729708333335
2020,296,3.9401738749999997
2020,297,2.387861875
2020,298,2.3223172499999998
2020,299,1.8837855833333332
2020,300,1.7331589583333333
2020,301,2.4446416666666666
2020,302,1.56180625
2020,303,1.3809827083333335
2020,304,0.9116658333333333
2020,305,0.3844329166666667
2020,306,1.0503245833333332
2020,307,0.44295272916666667
2020,308,0.22934256249999999
2020,309,0.22900739583333332
2020,310,0.23699931250000003
2020,311,0.22001401666666665
2020,312,1.2933570833333332
2020,313,1.298112125
2020,314,1.416664925
2020,315,-0.04865181249999998
2020,316,0.5035419166666667
2020,317,0.3898497729166667
2020,318,0.7579758333333334
2020,319,1.094375
2020,320,0.31021245833333333
2020,321,0.4402030416666667
2020,322,0.29680141666666665
2020,323,-0.6037133333333333
2020,324,-0.029677395833333318
2020,325,0.4130892791666667
2020,326,0.13728133333333334
2020,327,0.20270174999999999
2020,328,0.0011093000000000006
2020,329,0.25785317916666667
2020,330,0.06413965416666668
2020,331,-0.26221379166666664
2020,332,0.40094190416666664
2020,333,0.2106056875
2020,334,0.3874264166666667
2020,335,0.5901097291666667
2020,336,0.93513418125
2020,337,-0.03843195833333333
2020,338,0.3762218958333334
2020,339,0.4871463541666667
2020,340,-0.10431729166666666
2020,341,0.35405772916666667
2020,342,0.05916633333333333
2020,343,0.049437029166666674
2020,344,-0.14866435416666665
2020,345,-0.002582104166666673
2020,346,0.4115337291666667
2020,347,0.27752980208333333
2020,348,0.3759850672916667
2020,349,0.058155539583333325
2020,350,0.23845077583333332
2020,351,-0.2964094700416667
2020,352,-0.09856442270833334
2020,353,-0.11134006625
2020,354,-0.3021586166666667
2020,355,-0.2627925770833333
2020,356,0.05979366041666668
2020,357,-0.419223395625
2020,358,-0.2703907291666667
2020,359,0.20434931458333336
2020,360,0.07573748125
2020,361,-0.8208321452083333
2020,362,-0.5345283333333334
2020,363,-0.035438333333333336
2020,364,-0.5927653958333333
2020,365,-0.5099331666666667
2020,366,-0.24935579166666666
2021,1,-0.83064325
2021,2,-0.47288225
2021,3,-0.9212645833333334
2021,4,-0.6174174583333333
2021,5,-0.24359708333333333
2021,6,-0.45372389583333333
2021,7,-0.6537305916666667
2021,8,-0.4902136666666667
2021,9,-0.5760714583333334
2021,10,-0.44112588333333336
2021,11,-0.7035064583333334
2021,12,-0.23869268749999997
2021,13,-0.2516865625
2021,14,-0.4492081666666667
2021,15,-0.36550964583333334
2021,16,-0.013137837500000001
2021,17,-0.24124541666666666
2021,18,-0.18419910416666666
2021,19,-0.08953645625
2021,20,-0.3847787958333333
2021,21,-0.27457302499999997
2021,22,-0.35702666666666666
2021,23,-0.2581008458333333
2021,24,-0.20658987708333332
2021,25,-0.2074380375
2021,26,-0.06866461166666667
2021,27,-0.2430790604166667
2021,28,-0.5153984791666667
2021,29,-0.388905125
2021,30,-0.3083920625
2021,31,-0.21323452083333336
2021,32,-0.001013498124999998
2021,33,-0.07337529791666667
2021,34,-0.4995791666666667
2021,35,-0.43999174999999996
2021,36,-0.2672977625
2021,37,-0.3229127708333333
2021,38,-0.3595634242708334
2021,39,-0.037698077499999996
2021,40,-0.04863413541666667
2021,41,0.023871630833333334
2021,42,0.012037179166666669
2021,43,-0.13197670604166667
2021,44,0.005177729166666661
2021,45,0.154940625
2021,46,0.29569012499999997
2021,47,0.5659839375
2021,48,0.17336403125
2021,49,0.18381864583333332
2021,50,0.20723627083333332
2021,51,0.21638366666666667
2021,52,0.16118186070833332
2021,53,0.11769375
2021,54,0.62131
2021,55,0.7283210416666667
2021,56,0.32208746666666666
2021,57,0.08976319374999998
2021,58,0.05294527499999999
2021,59,0.2937968125
2021,60,0.2779542291666667
2021,61,-0.26432313854166667
2021,62,0.14915303958333334
2021,63,-0.2698804166666667
2021,64,-0.6562774583333334
2021,65,-0.5977829791666667
2021,66,-0.45190208333333337
2021,67,-0.17042558333333332
2021,68,0.09272197916666668
2021,69,0.16658860416666668
2021,70,0.5339470416666666
2021,71,0.5820202916666667
2021,72,-0.14054087916666666
2021,73,0.047667560416666664
2021,74,-0.36130170208333334
2021,75,-0.1492885
2021,76,0.3505629855416667
2021,77,0.27026456041666663
2021,78,0.16891629166666666
2021,79,0.7024424166666666
2021,80,1.3737462291666667
2021,81,1.2038133333333334
2021,82,1.3865370833333335
2021,83,1.2441645
2021,84,1.2570119166666667
2021,85,1.4230135
2021,86,1.114731125
2021,87,0.007853354166666668
2021,88,1.1410677500000002
2021,89,1.6105746458333332
2021,90,0.580794375
2021,91,0.25481633333333337
2021,92,-0.15285335416666668
2021,93,0.166781875
2021,94,0.5925664791666666
2021,95,0.8434431458333332
2021,96,1.1144865416666667
2021,97,1.358507875
2021,98,0.8080642916666667
2021,99,0.829913875
2021,100,0.24426314583333333
2021,101,1.09867750625
2021,102,1.0077241666666665
2021,103,0.8523535208333333
2021,104,0.7118672500000001
2021,105,0.6561101875
2021,106,0.6376287500000001
2021,107,1.24119875
2021,108,1.59833725625
2021,109,1.4714776666666667
2021,110,0.8716960416666667
2021,111,0.8357809166666667
2021,112,0.8893613333333333
2021,113,1.6482854166666667
2021,114,1.879275625
2021,115,1.0815135
2021,116,1.047472875
2021,117,1.0124116791666666
2021,118,0.7170485416666668
2021,119,0.20423291666666665
